epoch,train_loss,eval_loss,eval_top1,eval_top5
0,1.7259966430043432,1.4166813842773438,59.27,94.01
1,1.4199417395727225,1.0654479965209962,65.02,98.54
2,1.3515389528326984,0.9811725034713745,68.1,98.55
3,1.3233387103111345,0.9452098081588746,69.37,98.99
4,1.307291076283844,0.9159223798751831,70.43,99.05
5,1.2936442600380489,0.9467834424018859,68.67,98.67
6,1.2785260551681659,0.898617965888977,70.77,99.15
7,1.2750427248716136,0.9221476888656617,69.91,98.82
8,1.2737351684369262,0.893736224937439,72.22,99.08
9,1.2635638137458116,0.9214435141563415,69.34,98.85
10,1.2613906366468897,0.9287640140533447,70.14,99.33
11,1.2538579083931325,0.8909227596282959,71.82,99.09
12,1.2471890707391866,0.8566372584342956,72.41,99.33
13,1.2459032427925893,0.838689838027954,73.09,99.28
14,1.2423426555341586,0.8428714147567749,73.09,99.29
15,1.2368842803153501,0.9024452503204345,72.02,99.13
16,1.2336524243643259,0.8363911100387573,72.62,99.43
17,1.2389219846887178,0.8401782748222351,73.4,99.01
18,1.2331578129480782,0.8821934949874878,72.39,99.15
19,1.2267189057566068,0.8285639966964722,73.87,99.31
20,1.2256131997139055,0.8171335000038147,74.28,99.36
21,1.2272068227681405,0.8208245852470398,74.43,99.41
22,1.2184377557416228,0.8718520785331726,73.07,99.36
23,1.2146481925145296,0.8344270830154419,73.55,99.26
24,1.2118822837728191,0.8328241487503052,74.17,99.36
25,1.2112403956167639,0.8282800147056579,74.26,99.36
26,1.2033809823360495,0.8297729198455811,73.39,99.28
27,1.2006517926232734,0.8093618906021118,74.23,99.38
28,1.206763807127609,0.8062708716392517,75.36,99.39
29,1.200186563455982,0.8284233704566956,73.71,99.25
30,1.1992041345149633,0.8129112718582153,73.99,99.35
31,1.2004194955668464,0.7927641191482544,75.33,99.41
32,1.1906743911730926,0.7659433418273925,75.44,99.51
33,1.192878688452552,0.8023883425712586,74.41,99.4
34,1.1914779155982076,0.811113791847229,74.43,99.4
35,1.18152519795569,0.7991887145042419,75.08,99.3
36,1.1878170957814433,0.791607474899292,75.66,99.49
37,1.178653559370067,0.7656924434661865,75.63,99.45
38,1.1812468915221672,0.8066763520240784,75.04,99.36
39,1.181360926024964,0.7721798008918762,75.21,99.48
40,1.177410194351518,0.7768620585441589,75.76,99.43
41,1.1776333912920232,0.7631684060096741,76.1,99.44
42,1.1758222054386227,0.7902233380317688,74.86,99.39
43,1.177927135656341,0.7827080077171326,75.74,99.48
44,1.1774902791194584,0.7787281722068786,75.9,99.45
45,1.1692523593535453,0.7901227691650391,76.05,99.38
46,1.1767859875227091,0.7772658855438233,75.49,99.45
47,1.1722187015793937,0.7771839944839477,75.26,99.47
48,1.1704090871907067,0.7744485744476318,75.62,99.57
49,1.1724512970961092,0.756468476009369,76.47,99.52
50,1.1637940263114426,0.7475571804046631,76.67,99.48
51,1.1629001319025984,0.769050845336914,76.08,99.51
52,1.1685454408910492,0.7643698356628418,76.28,99.47
53,1.1600565107233693,0.7663227962493897,75.91,99.45
54,1.1619691283849267,0.7640101654052734,76.07,99.5
55,1.1628896733908125,0.7519138772964478,76.57,99.55
56,1.1575239176710848,0.7475092104911805,76.33,99.53
57,1.1601798453536414,0.7641887252807618,76.02,99.51
58,1.151608093849133,0.7770670063972474,75.95,99.43
59,1.1584480055202375,0.7679854828834534,75.58,99.39
60,1.1486220488189887,0.7842567834854126,75.31,99.43
61,1.1560039694543065,0.7426466050148011,76.65,99.53
62,1.1483228725102055,0.7567867534637451,76.23,99.49
63,1.1498824191902013,0.7668380471229553,75.78,99.39
64,1.1521459965941887,0.7553708343505859,76.42,99.39
65,1.145316267647293,0.7527602595329285,76.22,99.47
66,1.1500854500928785,0.7586264356613159,76.31,99.37
67,1.1467401584717902,0.7485375418663025,76.42,99.43
68,1.141025575063952,0.7520624950408935,75.94,99.4
69,1.1449859708301744,0.7634320634841919,76.33,99.38
70,1.1341370967524955,0.7624236854553222,75.38,99.46
71,1.1470104006317972,0.7533891880989074,76.54,99.53
72,1.1402347580650112,0.7414855237007141,76.93,99.45
73,1.141932976835917,0.7642205327033996,75.9,99.49
74,1.1477168449341542,0.7782532606124878,75.65,99.33
75,1.1386756833598333,0.7590744716644288,76.22,99.51
76,1.1413029638809638,0.7541552639007568,76.42,99.48
77,1.1313335306047847,0.7333397141456603,77.21,99.56
78,1.1319644070895412,0.7406656185150147,76.8,99.5
79,1.1402573440186372,0.7390657591819764,76.51,99.53
80,1.144932100250566,0.7447429992675781,76.31,99.42
81,1.1381471317695107,0.7547808087348938,76.13,99.5
82,1.1332650368744688,0.7511556792259216,76.42,99.52
83,1.133253641351443,0.7500274367332459,76.21,99.46
84,1.135149724870292,0.7594248470306396,76.18,99.47
85,1.1343236450314194,0.7489062956809998,76.61,99.44
86,1.1296664208146436,0.7708892728805542,76.46,99.5
87,1.1280001083390632,0.751830375957489,76.67,99.44
88,1.1272251032340648,0.7346370774269104,76.73,99.46
89,1.1168774935655044,0.7431172996520996,76.33,99.53
90,1.1258825431385793,0.7530602325439453,76.09,99.42
91,1.1264867295266072,0.7445427597999573,76.38,99.45
92,1.1189233405015317,0.7462999248504638,76.3,99.48
93,1.1240567598290447,0.7495902939796448,76.35,99.49
94,1.122685359662875,0.7471782576560975,76.54,99.47
95,1.1319553061541234,0.7396702795982361,76.63,99.55
96,1.1224983293020212,0.7351061884880066,76.92,99.55
97,1.1106298660379719,0.7514350090980529,76.67,99.55
98,1.123597304390506,0.7558060485839844,76.42,99.42
99,1.1101372056767878,0.7379022856712342,76.94,99.33
100,1.1213660117795334,0.7400283879280091,76.71,99.46
101,1.1176884085295071,0.7163846481323242,77.09,99.44
102,1.1147415068693711,0.7297057512283325,77.16,99.4
103,1.1166652457961022,0.7348990145683288,76.87,99.6
104,1.1184573720399662,0.7564262829780578,75.76,99.3
105,1.119346797466278,0.7355561794281006,77.03,99.46
106,1.1180480336727734,0.7272267625808716,76.86,99.58
107,1.1096714438920061,0.7494899348258972,76.1,99.38
108,1.1045468631520607,0.7344925960540771,76.56,99.47
109,1.1063657177904132,0.7386257796287536,76.69,99.51
110,1.1057456618705876,0.7359419404029847,76.7,99.55
111,1.1019156419498783,0.737971368598938,76.66,99.56
112,1.1100339272173034,0.7529803676605225,76.31,99.42
113,1.1173092073305937,0.7418264640808105,76.37,99.48
114,1.1102211301639253,0.7393367660522461,76.84,99.58
115,1.1028293952496089,0.728560413646698,76.78,99.58
116,1.101309938675542,0.7283068881034851,76.84,99.47
117,1.1113087656736156,0.7763474716186524,75.87,99.35
118,1.1053093515001886,0.7494078773498535,76.64,99.46
119,1.1058370937020487,0.7356711369514465,76.92,99.46
120,1.1113931423584111,0.7459994226455688,76.23,99.43
121,1.098868727902553,0.754132471370697,76.05,99.36
122,1.1026125127410364,0.74890764503479,76.47,99.46
123,1.0968014260806915,0.7570514309883117,76.36,99.42
124,1.097619457434996,0.7353906915664673,76.75,99.4
125,1.0966162950374139,0.7574433870315552,75.95,99.54
126,1.101281151544272,0.7411033228874206,76.65,99.54
127,1.0924170987525192,0.7429986695289612,76.38,99.5
128,1.0998461711963965,0.7514348439216614,76.19,99.27
129,1.0929519347812362,0.7403312996864319,76.37,99.48
130,1.0909052208735242,0.7440852429389954,77.05,99.48
131,1.1033879108761124,0.7368609985351563,76.6,99.46
132,1.0874139852855973,0.7477982321739197,76.23,99.27
133,1.0964708842890292,0.7480191007614135,75.64,99.41
134,1.0909725613926224,0.7541448676109314,76.45,99.25
135,1.0888565017694076,0.7439882986068725,76.09,99.33
136,1.0914532845442062,0.7475043942451477,76.9,99.37
137,1.0919542001760083,0.7331017124176026,76.33,99.54
138,1.0870303151587846,0.7523020176887513,76.25,99.5
139,1.0907669196863112,0.7525578722000122,76.5,99.44
140,1.0881369107912484,0.7439292490005494,76.09,99.41
141,1.0839104484681357,0.7545912274360657,75.89,99.47
142,1.0816357851465506,0.7356938282012939,76.83,99.46
143,1.0824583970440516,0.746698012638092,76.05,99.56
144,1.0810778439318118,0.7554896599769593,75.59,99.48
145,1.0851259002108622,0.7505522796630859,76.41,99.51
146,1.0924776632451443,0.7679155890464783,76.08,99.35
147,1.0858722983097178,0.7506528448104859,76.16,99.43
148,1.0815086883213627,0.7539817186355591,76.17,99.51
149,1.0663461251940671,0.7679275191307068,75.69,99.43
150,1.0837359019750634,0.7664606182098389,75.8,99.37
151,1.070918604007672,0.7454816350936889,76.47,99.3
152,1.070436940293701,0.7407138362884521,76.86,99.3
153,1.0761515157251158,0.752695557308197,75.98,99.32
154,1.0805498859294502,0.7466793058395386,76.38,99.48
155,1.075965083596031,0.7504575312614441,76.11,99.39
156,1.0726956897760946,0.7637998220443726,75.58,99.41
157,1.0774456245105928,0.7744388412475586,74.95,99.38
158,1.0696853055088593,0.7747513910293579,75.41,99.41
159,1.0782803131504741,0.7532678964614868,76.31,99.31
160,1.0613737052782866,0.7605612173080444,75.92,99.53
161,1.0687338674866094,0.7502484047889709,75.84,99.26
162,1.0676299061499857,0.7633854042053223,75.06,99.44
163,1.065454543565633,0.7734504049301147,74.88,99.4
164,1.0664447469518996,0.7610548473358154,75.96,99.42
165,1.06866107082061,0.7616972878456115,75.82,99.48
166,1.0654130262808446,0.7565853081703185,76.55,99.47
167,1.0681781038355107,0.7665935221672058,76.17,99.36
168,1.0566019063472312,0.7603093861579895,76.07,99.21
169,1.0652032632220239,0.7615933380126954,75.84,99.49
170,1.0579298634140126,0.7673351498603821,75.54,99.33
171,1.0586696600389525,0.7540249795913696,76.4,99.36
172,1.0626271476885467,0.7721726521492004,75.33,99.27
173,1.059831008192162,0.7629948227882385,75.66,99.36
174,1.05949113868334,0.777336700630188,75.38,99.45
175,1.058819455143293,0.7538725981712341,75.91,99.28
176,1.0654214581254422,0.7642898369789124,76.31,99.23
177,1.0520017440443625,0.7515173990249634,76.06,99.37
178,1.0547351678176062,0.7617902352333069,75.77,99.35
179,1.054527251628645,0.7626274827957154,75.86,99.52
180,1.0513769351048385,0.7741585021972657,75.24,99.47
181,1.0568329625780926,0.7637367223739624,75.5,99.34
182,1.0579409806363413,0.7669663732528686,75.79,99.29
183,1.0441111877465008,0.762647999382019,76.06,99.38
184,1.0553165051392959,0.7718456729888916,75.55,99.28
185,1.0530668220096067,0.7643923705101013,76.0,99.38
186,1.0473667149364565,0.7735547769546509,75.22,99.33
187,1.0549935325365565,0.7674940737724304,75.65,99.23
188,1.0405029972467152,0.7617888851165772,75.91,99.24
189,1.043441847362833,0.7710497682571411,75.67,99.2
190,1.0446702957590384,0.771541586303711,75.49,99.26
191,1.041042411633307,0.7574830467224121,76.23,99.36
192,1.0475552634401786,0.7681518472671509,75.94,99.38
193,1.0487982375593385,0.7766092269897461,75.17,99.41
194,1.043889793368461,0.7716111252784729,75.46,99.29
195,1.0444936237676115,0.7684109787940979,75.87,99.33
196,1.0364586135643978,0.7708325208663941,75.97,99.3
197,1.035928470732202,0.7750198263168335,75.5,99.33
198,1.0420170114960394,0.7830585657119751,74.9,99.29
199,1.0395942604618265,0.7722023165702819,75.79,99.2
200,1.0381639808498315,0.7738225297927857,75.36,99.3
